Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Raviz,https://www.zomato.com/kolkata/raviz-1-bhawanipur,"North Indian, Chinese, Mughlai","Bhawanipur, Kolkata",Opens at 12noon,"63, Ashutosh Mukherjee Road, Near Netaji Bhawan Metro Station, Bhawanipur, Kolkata",9.19836E+11,1,1,1,0,2.9,217,4.1,310,,,"Reasonable Prices, Nice Ambience, Decor, Good Place, Food Quality, Quantity",600
Haji Liyaqat Sweets,https://www.zomato.com/kolkata/haji-liyaqat-sweets-park-circus-area,Mishti,"Park Circus Area, Kolkata",Opens at 7:30am,"37 C, Shamsul Huda Road, Park Circus Area, Kolkata",9.19039E+11,1,1,0,1,-,0,4.1,157,,,,50
Chinese Wall,https://www.zomato.com/kolkata/chinese-wall-shyam-bazar,"Chinese, Fast Food, Seafood","Shyam Bazar, Kolkata",Opens at 12noon,"2, Shibdas Bhadur Street, Fariapukur, Shyam Bazar, Kolkata",9.19883E+11,1,1,0,0,3.2,153,3.9,3447,,"Chicken Kaviraji, Paneer Pakora, Fish Chilli, Fried Rice","Casual Seating Area, Good Crowd, Great Recommendations, Reasonable Prices, Owner, Packing",500
Food Station,https://www.zomato.com/kolkata/food-station-bow-bazar,"North Indian, Chinese, Continental, South Indian, Fast Food, Beverages","Bow Bazar, Kolkata",Opens at 10am,"52/1/1A, Near Medical College, Bow Bazar, Kolkata",9.13322E+11,1,1,1,0,4.2,1173,4.2,1770,,"Tai Pai Chicken, Chicken Wonton, Lat Mai Kai, Chicken Lasagna, Chicken Stroganoff, Combo Meals","Good Pricing, Free Wifi, Light Music, Themed Decor, Great Value, Cozy",1000
  Royal Fahad Biryani,https://www.zomato.com/kolkata/royal-fahad-biryani-entally,"Bengali, Biryani","Entally, Kolkata",Opens at 11am,"139C/1, Ananda Palit Road, Entally, Kolkata",9.19572E+11,1,1,1,0,-,1,3.6,55,,,,400
Spicy Alley,https://www.zomato.com/kolkata/spicy-alley-bow-bazar,"North Indian, Chinese, Fast Food, Rolls, Beverages","Bow Bazar, Kolkata",,"5A, Indian Mirror Street, Ward Number 51, Bow Bazar, Kolkata",9.19831E+11,1,0,0,0,-,0,-,7,,,,100
Snack On Sushi,https://www.zomato.com/kolkata/snack-on-sushi-ballygunge,"Sushi, Asian","Ballygunge, Kolkata",Opens at 12noon,"3/2, Baman Para Lane, Ballygunge, Kolkata",9.19904E+11,1,1,1,0,3.7,8,4.3,78,,,"Pretty Cafe, Food Presentation, Worth the Money, Timely Service, Delicious Food, Great Portions",400
Yo Chinese,https://www.zomato.com/kolkata/yo-chinese-park-circus-area,"Chinese, Momos","Park Circus Area, Kolkata",,"Plot 8-A, 7 Point, Mrigendralal Mitter Road, Park Circus Area, Kolkata",9.19771E+11,1,0,0,0,-,0,3.2,1,,,,200
Noodle King,https://www.zomato.com/kolkata/noodle-king-entally,Chinese,"Entally, Kolkata",Opens at 11am,"174 A J C, Ground Floor, Bose Road, Entally, Kolkata",9.18697E+11,1,1,0,0,-,0,-,0,,,,150
Pizza Huts,https://www.zomato.com/kolkata/pizza-huts-picnic-garden,"Pizza, Chinese, Sandwich, Beverages","Picnic Garden, Kolkata",,"30/2, Kustia Masjid Bari Lane, Picnic Garden, Kolkata",9.19008E+11,1,0,0,0,-,0,-,6,,,,300
Big Phil's,https://www.zomato.com/kolkata/big-phils-bow-bazar,"North Indian, Biryani","Bow Bazar, Kolkata",Opens at 12noon,"14, BB Ganguly Street, Near West Bengal Consultancy Organisation, Bow Bazar, Kolkata",9.17597E+11,1,1,1,0,3.6,20,-,11,,,,500
Happy Cones,https://www.zomato.com/kolkata/happy-cones-bhawanipur,"Fast Food, Ice Cream, Beverages","Bhawanipur, Kolkata",Opens at 10am,"6 Ganga Prasad Mukherjee Road, Borough VIII, Bhawanipur, Kolkata",9.1789E+11,1,1,1,0,3.3,7,-,15,,,,250
Banjara,https://www.zomato.com/kolkata/banjara-taltala,"North Indian, Chinese, Mughlai","Taltala, Kolkata",Opens at 12noon,"15, Mirza Ghalib Street, Taltala, Kolkata",9.18336E+11,1,1,1,0,3.4,10,-,8,,,"Attentive Servers, Good Food Good Quality, Attitude, Fresh Food, Staff",700
Oriental Heritage,https://www.zomato.com/kolkata/oriental-heritage-tangra,Chinese,"Tangra, Kolkata",,"119/A/1, Matheswartola Road, Tangra, Kolkata",9.1744E+11,1,0,0,0,-,0,-,6,,,,250
Nisha's Bakery & Kitchen,https://www.zomato.com/kolkata/nishas-bakery-kitchen-shyam-bazar,"Chinese, Wraps, Fast Food","Shyam Bazar, Kolkata",,"585, Rabindra Sarani, Baghazar, Shyam Bazar, Kolkata",9.19831E+11,1,0,0,0,-,0,4.3,68,,,"Tasty Appetizers, Great Veg Options, Healthy and Delicious, Fresh Food with Good Quality, Mouth Watering Food, Best Food under Best Budget",200
Hot Flavourish,https://www.zomato.com/kolkata/hot-flavourish-tangra,"Bakery, Fast Food","Tangra, Kolkata",Opens at 11am,"35/1, Christopher Road, Tangra, Kolkata",9.19073E+11,1,1,0,0,-,0,-,2,,,,200
Chata Chati,https://www.zomato.com/kolkata/chata-chati-gariahat,"Street Food, Fast Food","Gariahat, Kolkata",Opens at 11am,"23/51, Gariahat, Kolkata",9.19932E+11,1,1,0,0,-,0,3.7,63,,,,150
Pyare Kabab,https://www.zomato.com/kolkata/pyare-kabab-topsia,"Kebab, BBQ","Topsia, Kolkata",Opens at 11:55am,"59C, Block E, Ground Floor, Gulam Jilani Khan Road, Topsia, Kolkata",9.19903E+11,1,1,0,0,-,0,4.3,74,,,,300
The Kunal's Kitchen,https://www.zomato.com/kolkata/the-kunals-kitchen-tollygunge,"Fast Food, Sandwich","Tollygunge, Kolkata",,"48/21/1, Purna Chandra Mitra Lane, Swiss Park, Near Swiss Park Nursing Home, Tollygunge, Kolkata",9.18586E+11,1,0,0,0,-,0,4,60,,,,100
Dunkel Braun,https://www.zomato.com/kolkata/dunkel-braun-southern-avenue,"Cafe, Fast Food, Continental, Beverages","Southern Avenue, Kolkata",Opens at 9am,"176, Sarat Bose Road, Southern Avenue, Kolkata",9.19147E+11,1,1,1,0,3.6,18,-,10,,,"Customizable Food, Fresh Food, Staff, Good Quality",500
Desi Chinese,https://www.zomato.com/kolkata/desi-chinese-picnic-garden,Chinese,"Picnic Garden, Kolkata",,"143/84, Ward -D66 Picnic Garden Road, Kolkata",9.1629E+11,1,0,0,0,-,0,-,7,,,,100
Swad Sadan,https://www.zomato.com/kolkata/swad-sadan-1-picnic-garden,South Indian,"Picnic Garden, Kolkata",Opens at 8:30am,"187A, Picnic Garden, Kolkata",9.1982E+11,1,1,1,0,3.3,6,4,34,,,,250
My Froyoland,https://www.zomato.com/kolkata/my-froyoland-elgin,"Frozen Yogurt, Ice Cream, Shake","Elgin, Kolkata",Opens at 11am,"5A/1A, Lord Sinha Road, Near Exide More, Elgin, Kolkata",9.18101E+11,1,1,1,0,3.5,20,-,16,,,"Self Service, Concept, Customizable Food, Prices, Good Quality, Experience",300
North East Kitchen,https://www.zomato.com/kolkata/north-east-kitchen-golpark,"Tibetan, North Eastern","Golpark, Kolkata",Opens at 11:30am,"57F, Purna Das Road, Golpark, Kolkata",9.17004E+11,1,1,0,0,-,0,4.1,109,,,"Worth the Money, Extensive Menu, Food Presentation, Timely Service, Great Portions, Delicious Food",150
Mamasan,https://www.zomato.com/kolkata/mamasan-southern-avenue,"Chinese, Thai, Malaysian, Momos, Japanese","Southern Avenue, Kolkata",Opens at 12noon,"17, Lake View Road, Southern Avenue, Kolkata",9.19831E+11,1,1,1,0,4.3,745,3.9,1351,,"Chocolate Decadence, Sri Lankan Chicken, Chicken Wonton, Cola Float, Chicken Stuffing, Chilly Garlic Noodles","Classy Decor, Large Servings, Soothing Ambience, Warm Hospitality, Calm Ambience, Comfortable Seating",1000
Kwality Wall’s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/kolkata/kwality-walls-frozen-dessert-and-ice-cream-shop-kestopur,"Ice Cream, Desserts","Kestopur, Kolkata",,"17A, Kavi Bharati Sarani, Lake Road, Ward 87, Kestopur, Kolkata",9.19837E+11,1,0,0,0,-,0,4.6,224,,,,100
Abdul Hadi Biryani,https://www.zomato.com/kolkata/abdul-hadi-biryani-picnic-garden,Biryani,"Picnic Garden, Kolkata",,"45, Kustia Road, Picnic Garden, Kolkata",9.1933E+11,1,1,1,0,-,1,-,10,,,,200
Bhikharam Chandmal Grandsons,https://www.zomato.com/kolkata/bhikharam-chandmal-grandsons-park-street-area,"Desserts, Mishti","Park Street Area, Kolkata",Opens at 8am,"46 C, Rafi Ahmed Kidwai Road, Park Street Area, Kolkata",9.19331E+11,1,1,1,1,3.6,41,3.6,377,,,,200
Tara's Kitchen,https://www.zomato.com/kolkata/taras-kitchen-ballygunge,Bengali,"Ballygunge, Kolkata",Opens at 9am,"18/6, Jamir Lane, Near Besco Company, Ballygunge, Kolkata",9.19749E+11,1,1,0,0,-,0,3.6,1565,,,"Yummy Food, Healthy Food, Best Food, Combos, Awesome Food, Reasonable Price",150
Petuk Kolkata,https://www.zomato.com/kolkata/petuk-kolkata-hatibagan,"Chinese, North Indian","Hatibagan, Kolkata",Opens at 12noon,"118, Raja Dinendra Street, Hatibagan, Kolkata",9.1983E+11,1,1,0,0,-,0,3.9,10100,,,"Great for Birthdays, Weekend Brunch, Good Taste, Reasonable Price, Great Portions, Good Food",150
Inch By The Lane,https://www.zomato.com/kolkata/inch-by-the-lane-1-new-alipore,Chinese,"New Alipore, Kolkata",Opens at 12noon,"651A, Block 0, Ground Floor, 50 Ullaskar Dutta Sarani, New Alipore, Kolkata",9.18101E+11,1,1,0,0,-,0,-,15,,,,200
The Burger Shop ,https://www.zomato.com/kolkata/the-burger-shop-lake-market-area,"Burger, Fast Food, Continental, Beverages","Lake Market Area, Kolkata",,"69C, Rash Behari Avenue, Lake Market Area, Kolkata",9.19831E+11,1,0,0,0,-,0,4.3,219,,"Spaghetti, Burgers, Meat, Fries","Proper Packaging, Portion Size, Worth the Money, Great Portions, Timely Service, Taste",300
The Day Room Cafe,https://www.zomato.com/kolkata/the-day-room-cafe-hindustan-park,"Cafe, Thai, Italian, Continental, Desserts, Beverages","Hindustan Park, Kolkata",Opens at 10am,"52D, Hindustan Park, Kolkata",9.1995E+11,1,1,1,0,3.5,77,-,10,,,"Great Place for Family, Best in Service, Cheap and Affordable, Excellent Location, Served Quickly, Fair Prices",1000
Sweet Tooth,https://www.zomato.com/kolkata/sweet-tooth-lake-market-area,"Bakery, Desserts, Fast Food","Lake Market Area, Kolkata",Opens at 10:30am,"30C, Kavi Bharati Sarani, Ward 087, Borough, Lake Market Area, Kolkata",9.19074E+11,1,1,0,0,-,0,-,0,,,,100
Saptapadi,https://www.zomato.com/kolkata/saptapadi-behala,Bengali,"Behala, Kolkata",Opens at 11:30am,"26/1, Biren Roy Road, Ward 123, Behala, Kolkata",9.17909E+11,1,1,1,0,-,0,-,0,,,"Great Place for Family, Comforting Atmosphere, Delicious Food, Timely Service, Experience",500
The Taste Of India,https://www.zomato.com/kolkata/the-taste-of-india-tollygunge,"North Indian, Mughlai","Tollygunge, Kolkata",Opens at 11am,"101, Tollygunge Circular Road, Tollygunge, Kolkata",9.18241E+11,1,1,0,0,-,0,4.1,70,,,,100
Just For Foodies,https://www.zomato.com/kolkata/just-for-foodies-new-alipore,"South Indian, Fast Food, Beverages","New Alipore, Kolkata",Opens at 7am,"22, Hari Prasad Sastri Sarani, New Alipore, Kolkata",9.19967E+11,1,1,1,0,-,3,-,12,,,,300
The Ramen Bar,https://www.zomato.com/kolkata/the-ramen-bar-park-circus-area,"Chinese, Fast Food","Park Circus Area, Kolkata",Opens at 11:30am,"33, Sayed Amir Ali Avenue, 4th Floor, Borough - Vii, Park Circus Area, Kolkata",9.19831E+11,1,1,0,0,3.1,7,-,25,,,,400
Naturaas,https://www.zomato.com/kolkata/naturaas-southern-avenue,"Beverages, Healthy Food","Southern Avenue, Kolkata",Opens at 6:30am,"P-141, Borough VIII, Kolkata Municipal Corporation, Lake Road, Southern Avenue, Kolkata",9.19073E+11,1,1,0,0,-,0,-,7,,,,150
Ather Biryani,https://www.zomato.com/kolkata/ather-biryani-taltala,Biryani,"Taltala, Kolkata",12noon – 2am (Today),"20, Abdul Halim Lane, Taltala, Kolkata",9.18334E+11,1,1,1,0,3.2,40,4,1232,,,,200
TBC Bowlz,https://www.zomato.com/kolkata/tbc-bowlz-gariahat,"Fast Food, Chinese, Continental, Beverages","Gariahat, Kolkata",,"37/1, Purna Das Road, Gariahat, Kolkata",9.16289E+11,1,0,0,0,-,0,4.1,244,,,,200
Aajisai,https://www.zomato.com/kolkata/aajisai-2-park-circus-area,"Japanese, Sushi","Quest Mall, Ballygunge, Kolkata",Opens at 12noon,"33, 5th Floor, Quest Mall, Syed Ali Amir Avenue, Park Circus Area, Kolkata",9.19837E+11,1,1,1,0,4.1,509,4.2,418,,"Spicy Salmon Roll, Tuna Nigiri, Chicken Teppanyaki, Maki Roll, Wasabi Ice Cream, Prawn Sushi","Live Kitchen, Comfortable Seating Area, Relaxed Atmosphere, Themed Decor, Servings, Courteous Staff",1600
The Flaming Bowl,https://www.zomato.com/kolkata/the-flaming-bowl-bhawanipur,"Asian, Chinese, Japanese, Thai, Burmese, North Indian, Desserts, Beverages","Bhawanipur, Kolkata",Opens at 12noon,"30, Harish Mukherjee Road, Bhawanipur, Kolkata",9.1933E+11,1,1,1,1,3.9,103,4.3,219,,"Maki Sushi, Dimsums, Desserts, Starters","Vegan Options, Menu Options, Pure Veg, Very Affordable, Family Crowd, Good Music",1000
New Anam Restaurant,https://www.zomato.com/kolkata/new-anam-restaurant-new-market-area,"North Indian, Kebab, Biryani","New Market Area, Kolkata",Opens at 11:30am,"Shop 3A/1, 6A, Ground Floor, Futnani Chambers, S N Banerjee Road, New Market Area, Kolkata",9.19331E+11,1,1,1,0,3.1,4,-,16,,,,500
Grill Star Chef,https://www.zomato.com/kolkata/grill-star-chef-golpark,Chinese,"Golpark, Kolkata",,"3 E/35H/14, Keyatala Road, 3 Lake Colony, Golpark, Kolkata",9.19801E+11,1,0,0,0,-,0,3.9,45,,,,250
Punjabi Fusion,https://www.zomato.com/kolkata/punjabi-fusion-new-alipore,"North Indian, Fast Food","New Alipore, Kolkata",Opens at 11am,"31/3, Sahapur Colony, New Alipore, Kolkata",9.19875E+11,1,1,0,1,-,0,3.5,231,,,,150
Gharer Khaber,https://www.zomato.com/kolkata/gharer-khaber-2-topsia,"Bengali, North Indian","Topsia, Kolkata",,"7/1C, Rai Charan Pal Lane, Gobra, Topsia, Kolkata",9.1891E+11,1,0,0,0,-,0,3.4,108,,,,100
Rising Bun,https://www.zomato.com/kolkata/rising-bun-kankurgachi,Bakery,"Kankurgachi, Kolkata",Opens at 10am,"10B, Haramohan Ghosh Lane, Kankurgachi, Kolkata",9.18296E+11,1,1,0,0,-,0,4,14,,,,250
Burger Ground,https://www.zomato.com/kolkata/burger-ground-kasba,"Burger, Fast Food, Beverages, Continental","Kasba, Kolkata",Opens at 2pm,"59 A, KN Sen Road, Kasba, Kolkata",9.18618E+11,1,1,0,0,-,0,3.8,510,,,"Worth the Money, Great Portions, Fresh Food, Good Quality",250
Krusty Krumbells,https://www.zomato.com/kolkata/krusty-krumbells-bhawanipur,"Italian, Fast Food, Beverages","Bhawanipur, Kolkata",Opens at 11am,"Survey 46/1B, Ground Floor, Pandit Mohan Malaviya Sarani, Bhawanipur, Kolkata",9.1983E+11,1,1,0,0,-,0,-,4,,,,100
Crust & Core,https://www.zomato.com/kolkata/crust-core-new-alipore,"Bakery, Fast Food, Beverages","New Alipore, Kolkata",Opens tomorrow at 12noon,"19/3, Pitambar Ghatak Lane, Chetla, New Alipore, Kolkata",9.19876E+11,1,1,0,0,3.8,27,-,10,,,"Staff Behaviour, Cafe, Price, Service, Food",350
Topsia Biryani House,https://www.zomato.com/kolkata/topsia-biryani-house-topsia,Biryani,"Topsia, Kolkata",Opens at 11:58am,"4/C, Topsia Road, Topsia, Kolkata",9.19332E+11,1,1,1,0,3.1,4,3.7,95,,,,200
Artsy,https://www.zomato.com/kolkata/artsy-1-minto-park,"Healthy Food, Sandwich, Beverages, Coffee, Cafe, Desserts, Italian, Salad","Minto Park, Kolkata",Opens at 8am,"230/B, AJC Bose Road, Minto Park, Kolkata",9.19164E+11,1,1,1,0,4.4,1154,4.5,308,,"Mushroom Pate, Vietnamese Iced Coffee, Fluffy Omelette, Continental Breakfast, Eggs Benedict, Cappuccino","Amazing Food at Amazing Price, Decor was Nice, Calm Ambience, Beautiful Cafe, Comfortable Seating, Art",800
Drunken Monkey,https://www.zomato.com/kolkata/drunken-monkey-desapriya-park,"Beverages, Juices, Healthy Food, Ice Cream, Fast Food, Sandwich, Wraps, Shake","Desapriya Park, Kolkata",Opens at 9am,"143/D, Ground Floor, Sarat Bose Road, Near Manoharpukur Crossing, Desapriya Park, Kolkata",9.1334E+11,1,1,1,0,4,188,4.3,1351,,"Thickshakes, Smoothies, Juices, Drink","Board Games, Concept, Good Place, Menu, Staff, Quantity",350
Fatty Mamma Chinese Restaurant,https://www.zomato.com/kolkata/fatty-mamma-chinese-restaurant-tollygunge,"Chinese, Thai, Seafood","Tollygunge, Kolkata",Opens at 12noon,"4, Russa Road South, 2nd Lane, Tollygunge, Kolkata",9.19083E+11,1,1,1,0,3.8,48,4,123,,"Toffee Banana, Pork Ribs, Prawns, Starters, Noodles, Chicken","Chinese Restaurant, Best Food under Best Budget, Seating Arrangement, Hospitality, Environment, Family Crowd",1200
Zold,https://www.zomato.com/kolkata/zold-southern-avenue,"Cafe, Italian, Continental, Desserts, Beverages","Southern Avenue, Kolkata",Opens at 12noon,"124B, 2nd Floor, Dr. Meghnad Shah Sarani, Southern Avenue, Kolkata",9.19831E+11,1,1,1,0,4,173,3.9,43,,"Blueberry Cheesecake, Chocolate, Pizza, Pasta","Amazing Vibe, Interesting Decor, Variety of Pizza, Sanitised Service, Clean and Hygienic Place, Nice Concept",900
The Platform Cafe,https://www.zomato.com/kolkata/the-platform-cafe-girish-park,"Fast Food, Beverages, Cafe, Shake","Girish Park, Kolkata",Opens at 10am,"14/2B, Beadon Street, Hedua, Girish Park, Kolkata",9.16292E+11,1,1,1,0,3.7,26,-,10,,,"Cooperative Staff, Excellent Location, Fantastic Decoration, Very Affordable, Served Quickly, Clean and Hygienic Place",300
Tribe,https://www.zomato.com/kolkata/tribe-golpark,"Cafe, Salad, Desserts, Continental, Fast Food, Beverages, Shake","Golpark, Kolkata",Opens at 11am,"67, Ballygunge Gardens, Golpark, Kolkata",9.17044E+11,1,1,1,0,4.2,520,4.2,110,,"Chicken Xacuti, Chicken Stroganoff, Grilled Chicken, Salads, Chocolate, Chips","Books Books and Books, Artistic Ambience, Bookshelf, Decor is Excellent, Board Games, Beautiful Cafe",600
Jhantu Roll,https://www.zomato.com/kolkata/jhantu-roll-park-circus-area,Rolls,"Park Circus Area, Kolkata",Opens at 10am,"P-7, Darga Road, Near Chittaranjan Hospital, Park Circus Area, Kolkata",9.19038E+11,1,1,1,0,3.6,4,-,8,,,,150
Eurasia Kitchen,https://www.zomato.com/kolkata/eurasia-kitchen-maniktala,"North Indian, Continental, Asian, Beverages, Desserts","Maniktala, Kolkata",,"20, Vidyasagar Street, Maniktala, Kolkata",9.1983E+11,1,0,0,0,-,0,3.5,105,,,"Contactless Delivery, Delicious Taste, Mouth Watering Food, Tamper Proof Packaging, Best Food under Best Budget, Great Portions",250
With Love Brownie,https://www.zomato.com/kolkata/with-love-brownie-gariahat,Bakery,"Gariahat, Kolkata",Opens at 11am,"49, Southend Park, Gariahat, Kolkata",9.19052E+11,1,1,0,1,-,0,4.4,206,,,,250
Soul- The Sky Lounge,https://www.zomato.com/kolkata/soul-the-sky-lounge-camac-street-area,"North Indian, Chinese, Thai, Sandwich, Pizza, Beverages, Continental","Camac Street Area, Kolkata",Opens at 12noon,"4A Nandalal Basu Sarani Camac Street Area, Kolkata",9.19831E+11,1,1,1,0,4,367,3.3,55,,"Chinese Platter, Tandoori Momos, Cocktail, Shisha, Chicken Steak, Kebabs","Beautiful View, Rooftop, Fair Prices, Ambience was Super Cool, Dj, Hookah",1500
The Pan Asian Diner,https://www.zomato.com/kolkata/the-pan-asian-diner-southern-avenue,"Chinese, Asian","Southern Avenue, Kolkata",,"124B, Dr Meghnad Saha Sarani, Southern Avenue, Kolkata",9.18585E+11,1,0,0,0,-,0,4,20,,,,150
Kim Li Loi,https://www.zomato.com/kolkata/kim-li-loi-tangra,"Chinese, Seafood","Tangra, Kolkata",,"56, Matheswartala Road, Tangra, Kolkata",9.1983E+11,1,1,1,0,3.6,33,4,507,,,,1000
Mizuki,https://www.zomato.com/kolkata/mizuki-bhawanipur,"Asian, Chinese","Bhawanipur, Kolkata",Opens at 12noon,"18A, Ramesh Mitra Road, Bhawanipur, Kolkata",9.19073E+11,1,1,0,0,-,0,3.7,131,,,"Great Veg Options, Very Affordable, Delicious Taste, Mouth Watering Food, Proper Packaging, Extensive Menu",350
Shakahari Pure Veg Indian,https://www.zomato.com/kolkata/shakahari-pure-veg-indian-elgin,North Indian,"Elgin, Kolkata",Opens at 11am,"8A, 3rd Floor, Dr Sisir Kumar Bose Sarani, Allenby Road, Elgin, Kolkata",9.19124E+11,1,1,1,0,-,0,4,72,,,,1050
Riyasat,https://www.zomato.com/kolkata/riyasat-jodhpur-park,"North Indian, Beverages, Desserts","Jodhpur Park, Kolkata",Opens at 11:30am,"1/504, Ground Floor, Gariahat Road (South), Ward No-93, Jodhpur Park, Kolkata",9.19831E+11,1,1,1,0,-,0,4.4,106,,,"Prices, Quantity, Service, Food, Packaging, Taste",1200
Danish Restaurant,https://www.zomato.com/kolkata/danish-restaurant-sealdah-area,"Mughlai, North Indian, Chinese, Kebab, Rolls, Seafood, Biryani","Sealdah Area, Kolkata",Opens at 11am,"155/H/7, Ground & 1st Floor, Keshab Chandra Sen Street, Sealdah Area, Kolkata",9.18336E+11,1,1,0,0,3.4,49,4.2,309,,,"Customizable Food, Fresh Food, Ambiance, Good Quality, Price",500
New Alishan Biryani,https://www.zomato.com/kolkata/new-alishan-biryani-dalhousie-bbd-bagh,"Biryani, North Indian","Dalhousie BBD Bagh, Kolkata",Opens at 11am,"Commerce House, 2A Ganesh Chandra Avenue, Dalhousie BBD Bagh, Kolkata",9.19831E+11,1,1,0,0,-,0,4.3,61,,,,350
Makhan Lal Das & Sons,https://www.zomato.com/kolkata/makhan-lal-das-sons-girish-park,"Mishti, Desserts, Street Food","Girish Park, Kolkata",Opens at 7am,"313, Rabindra Sarani, Near Shobha Bazar, Girish Park, Kolkata",9.13326E+11,1,1,0,1,-,0,4,306,,,,50
Meraz Biryani And Fast Food,https://www.zomato.com/kolkata/meraz-biryani-and-fast-food-park-circus-area,"Biryani, Rolls","Park Circus Area, Kolkata",,"20, Bright Street, Park Circus Area, Kolkata",9.19038E+11,1,1,1,0,3.4,12,2.7,32,,,,200
Biryani 4U,https://www.zomato.com/kolkata/biryani-4u-2-picnic-garden,"Chinese, Korean, Momos","Picnic Garden, Kolkata",,"69/1, Tiljala Road, Picnic Garden, Kolkata",9.19074E+11,1,0,0,0,-,0,3.9,37,,,,300
Nawaabi Shisha,https://www.zomato.com/kolkata/nawaabi-shisha-new-market-area,"Chinese, Fast Food","New Market Area, Kolkata",Opens at 12noon,"12/1, 1st Floor, Ward 63, Nellie Sengupta Sarani, Borough 7, New Market Area, Kolkata",9.1334E+11,1,1,1,0,-,3,-,3,,,,500
Wise Owl-The Coffee Shop,https://www.zomato.com/kolkata/wise-owl-the-coffee-shop-hindustan-park,"Cafe, Continental, Fast Food","Hindustan Park, Kolkata",Opens at 7:30am,"66/2B, Purna Das Road, Hindustan Park, Kolkata",9.13341E+11,1,1,1,0,3.9,2311,4.1,940,"A meeting point for young and old, alike","Prawn Croquettes, Mushroom Maggi, Sandwich Platter, Frittata, Avalanche, Chocolate Dessert","Budget Food, Outside Seating, Breakfasts, Outdoor Area, Outdoor Sitting, Pretty Place",1000
